0	0	1394463264
0	1	1394463205
0	2	1394463196
0	3	1394463181
0	4	1394463158
0	5	1394463120
1	6	1393607588
1	7	1393607490
1	8	1393607261
1	9	1393607128
1	7	1393606720
2	10	1395915117
2	11	1395915108
2	12	1395915103
2	13	1395915090
2	14	1395915079
2	15	1395915051
2	16	1395915022
2	17	1395915013
2	18	1395914986
2	19	1394775609
3	20	1396022914
3	21	1396022782
3	22	1396022531
3	23	1394781308
3	24	1393906484
3	25	1393905869
4	26	1393899219
4	27	1393899138
4	26	1393899038
4	27	1393899036
4	25	1393899030
5	28	1395228744
5	29	1395228682
5	30	1395228661
5	29	1395228635
5	26	1393832320
6	22	1395908986
6	31	1394534336
6	32	1394524570
6	33	1394524564
6	34	1394524558
6	35	1394524174
6	36	1394523940
6	26	1394522275
6	37	1394522065
6	38	1394521789
7	39	1395832481
7	40	1395150251
7	41	1394707536
7	42	1394261873
7	43	1393844393
8	25	1393634260
8	44	1393634226
8	43	1393634128
8	25	1393633993
8	43	1393633991
9	45	1394872875
9	46	1394872673
9	47	1394872486
9	48	1394872158
9	49	1394871962
9	50	1394871901
10	51	1394411945
10	52	1394411930
10	53	1394411922
10	54	1394411899
10	55	1394411887
10	56	1394411871
10	57	1394411816
10	58	1394411583
10	59	1394411561
10	60	1394411467
10	61	1394411380
10	62	1394411367
10	63	1394411300
10	64	1394411238
10	65	1394411206
10	66	1394411149
11	22	1395548747
11	67	1395324228
11	23	1394792782
11	68	1393950213
11	24	1393950181
11	25	1393740137
12	69	1394872582
12	70	1394872496
12	71	1394872470
12	72	1394872366
12	73	1394872201
12	74	1394872135
12	75	1394871902
12	48	1394871843
12	71	1394871723
13	60	1394670353
13	62	1394670343
13	64	1394670325
13	66	1394670314
13	1	1394670286
13	2	1394670233
13	3	1394670219
13	4	1394670187
13	5	1394670174
13	76	1394670165
13	77	1394670108
14	78	1395211646
14	79	1395211598
14	80	1395211575
14	81	1395211562
14	82	1395211531
14	83	1395211492
14	84	1395211470
14	85	1395211436
14	76	1395211408
14	77	1395211350
14	29	1395211321
15	86	1395234802
15	87	1395234790
15	88	1395234781
15	89	1395234734
15	30	1395234684
15	29	1395234657
16	42	1394350168
16	38	1394350095
16	90	1394350040
16	38	1394349938
16	26	1394349928
16	38	1394349927
16	91	1393999108
16	92	1393999060
17	35	1394463918
17	93	1394463649
17	94	1394460056
17	95	1394459935
17	96	1394459895
18	23	1394799498
18	78	1394723415
18	97	1393942049
18	98	1393942020
18	34	1393941941
18	35	1393941734
19	99	1394707016
19	47	1394707001
19	99	1394706974
19	100	1394706815
19	101	1394706722
19	102	1394706499
19	103	1394706443
19	66	1394706316
19	104	1394706082
19	105	1394705967
19	72	1394705863
19	75	1394705703
19	73	1394705550
19	69	1394705425
19	41	1394705223
19	106	1394672497
20	107	1394505792
20	103	1394505699
20	0	1394256074
20	108	1394164042
20	24	1393909521
21	109	1394530437
21	110	1394530188
21	111	1394529098
21	112	1394084206
21	113	1394083991
21	114	1394083552
22	58	1394302654
22	115	1394296997
22	116	1394296836
22	115	1394296507
22	117	1394296279
22	118	1394296231
22	119	1394295899
23	120	1395857524
23	119	1394302167
23	0	1394301807
23	42	1394301549
23	0	1394300854
24	25	1394074467
24	26	1394074384
24	25	1394074353
24	26	1394074251
24	25	1394074180
24	26	1394074158
25	121	1395637395
25	102	1394676880
25	122	1394600494
25	123	1394600220
25	124	1394588556
25	125	1394182036
25	126	1394181837
25	127	1393994105
26	62	1394410857
26	64	1394410737
26	66	1394410689
26	42	1394410482
26	0	1394410354
26	128	1394410204
27	129	1393633983
27	130	1393633825
27	131	1393633800
27	132	1393633758
27	133	1393633677
27	6	1393633606
27	134	1393633601
27	7	1393633510
28	29	1395226542
28	64	1394781193
28	135	1394781062
28	136	1394781012
28	23	1394780892
28	77	1394611666
29	18	1396254867
29	137	1396254754
29	76	1394883307
29	50	1394883194
29	138	1394883114
29	5	1394688933
29	139	1394684215
29	140	1393988351
30	17	1396231169
30	141	1396231142
30	32	1396229131
30	142	1396229010
30	143	1394985363
31	144	1393817044
31	145	1393816969
31	146	1393816958
31	147	1393816950
31	148	1393816943
31	25	1393816924
31	26	1393816918
32	149	1396247392
32	150	1396247250
32	151	1396018837
32	152	1396018144
32	39	1395835873
32	153	1395834400
32	154	1395743814
32	155	1395743619
32	156	1395743510
32	157	1395743421
32	158	1395742969
32	159	1395742894
32	160	1395646050
32	158	1395645980
32	161	1395645724
32	162	1395377232
32	163	1395377100
32	164	1395222211
32	165	1395221669
32	166	1395221576
32	28	1395221331
32	167	1395136320
32	168	1395135969
32	169	1395032741
32	170	1394890665
32	171	1394803466
32	172	1394775376
32	173	1394736237
32	154	1394736181
32	174	1394735668
32	175	1394734166
32	176	1394734016
32	177	1394733920
32	178	1394733242
32	179	1394732977
32	93	1394732749
32	180	1394731810
32	41	1394731264
32	19	1394731068
32	181	1394730917
32	182	1394730824
32	183	1394730653
32	184	1394730541
32	128	1394451701
32	185	1394257516
32	186	1394257460
32	187	1394257423
32	188	1394256990
32	0	1394256783
32	59	1394256723
32	189	1394169285
32	190	1394117193
32	191	1394117112
32	192	1394116836
32	35	1394116568
32	193	1394116474
32	194	1394116355
32	195	1394090691
32	196	1394090357
32	91	1393947700
32	197	1393947657
32	198	1393946633
32	199	1393946003
32	200	1393884690
32	201	1393850505
32	202	1393850422
32	203	1393850344
32	204	1393850129
32	205	1393849026
32	206	1393848782
32	105	1393848291
32	73	1393847983
32	69	1393847957
33	207	1395370559
33	29	1395227973
33	103	1394445989
33	208	1394106537
33	209	1394074620
34	210	1394156644
34	92	1394156614
34	53	1394156597
34	209	1394156587
34	54	1394156568
34	55	1394156555
34	211	1394156499
35	26	1394093883
35	25	1394093858
35	140	1394093819
35	26	1394093816
35	25	1394093815
35	140	1394093811
36	212	1395644442
36	213	1395644413
36	92	1393940709
36	34	1393939392
36	35	1393939293
37	214	1395479059
37	215	1395473255
37	216	1395473236
37	217	1395473045
37	218	1395472919
37	216	1395472811
37	218	1395472808
37	216	1395472805
38	39	1395814025
38	219	1395678486
38	161	1395649124
38	220	1394706717
38	106	1394667224
38	221	1394500516
38	107	1394500412
38	33	1394472535
38	96	1394436609
38	208	1394121634
38	24	1393895022
39	222	1395641990
39	161	1395641967
39	67	1395375181
39	22	1395375111
39	67	1395375103
39	22	1395375102
39	107	1394509185
40	223	1395145070
40	224	1395142537
40	225	1394838623
40	103	1394500633
40	107	1394500485
40	103	1394489218
40	226	1394234650
40	209	1394076677
41	227	1395835558
41	228	1395808395
41	229	1395560340
41	28	1395408637
41	229	1395408405
41	230	1395399158
41	231	1395319845
41	232	1395277876
41	233	1395203787
41	28	1395136460
41	234	1395136348
41	229	1395018219
41	235	1394968118
41	236	1394967488
41	170	1394932695
41	230	1394804399
41	237	1394802511
41	238	1394802428
41	239	1394801023
41	101	1394714695
41	240	1394709736
41	231	1394709656
41	230	1394687840
41	229	1394686778
41	241	1394621056
41	242	1394620862
41	243	1394620197
41	229	1394619393
41	230	1394500167
41	244	1394499763
41	230	1394115020
41	245	1393995926
41	246	1393938523
41	230	1393806080
41	247	1393739339
41	248	1393739089
42	89	1395208790
42	30	1395208748
42	29	1395208744
42	66	1394848301
42	249	1394848194
42	136	1394848150
42	23	1394844901
43	250	1394095972
43	114	1394095624
43	251	1394095312
43	196	1394095228
43	252	1394095125
43	253	1394094845
43	254	1394094826
43	255	1394094329
43	256	1394094284
43	257	1394094106
43	258	1394094004
44	29	1395209181
44	79	1395121852
44	259	1394964493
44	143	1394964383
44	107	1394512950
44	260	1394090070
44	34	1393920400
44	35	1393920171
45	30	1395224931
45	29	1395224864
45	23	1394786902
45	77	1394608939
45	135	1394541189
46	71	1394533849
46	261	1394533744
46	200	1394533637
46	107	1394533498
46	262	1394496654
46	260	1394496623
46	5	1394496601
47	263	1395969707
47	264	1395969644
47	265	1395969635
47	266	1395969629
47	267	1395969610
47	268	1395969596
47	212	1395969562
47	213	1395969552
47	269	1395969533
47	270	1395969502
47	271	1395969488
47	272	1395969471
47	273	1395966195
47	274	1395966178
47	275	1395966159
47	141	1395963120
47	10	1395963112
47	11	1395963105
47	12	1395963084
47	13	1395963066
47	14	1395963028
47	15	1395963012
47	16	1395962993
47	17	1395962982
47	18	1395962895
48	276	1395631764
48	22	1395623769
48	38	1394245515
48	26	1394245323
48	25	1393654333
49	215	1395376449
49	277	1394518849
49	103	1394448275
49	278	1394448024
49	96	1394447740
50	279	1396172047
50	18	1395901437
50	141	1395740441
50	135	1394520244
50	260	1394087169
51	280	1393943319
51	281	1393943301
51	282	1393943289
51	44	1393943275
51	24	1393943245
51	26	1393943126
52	26	1393812751
52	25	1393812475
52	43	1393812425
52	26	1393812423
52	25	1393812419
53	283	1394931811
53	140	1394069001
53	44	1393635832
53	282	1393635803
53	43	1393635559
54	3	1394454942
54	4	1394454803
54	5	1394454798
54	68	1394454440
54	5	1394454292
55	85	1394586420
55	284	1394508519
55	96	1394508356
55	221	1394508327
55	33	1394465621
55	285	1394465513
55	286	1394465462
55	1	1394346656
55	287	1394346635
55	278	1394346577
55	53	1394068280
55	92	1393996254
55	288	1393996110
55	289	1393995796
56	104	1393893358
56	290	1393893204
56	204	1393891974
56	291	1393891836
56	203	1393891536
57	143	1394979324
57	292	1394800925
57	293	1394800859
57	249	1394800786
57	136	1394800725
57	23	1394800607
58	29	1395203246
58	23	1394787360
58	107	1394504217
58	211	1394166003
58	294	1394028263
58	92	1393941228
59	295	1393842150
59	206	1393841877
59	296	1393841773
59	297	1393841709
